,Unnamed: 0,Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
1575,1575,20140137,2014,3/14/2014 1:13 PM,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,CORSICANA,NAVARRO,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.75,,0.48,0.27,NO,NO,NO,100.0,50.0,0.0,2800.0,0.0,0.0,2950
1668,1668,20140230,2014,5/13/2014 1:00 PM,"PLAINS PIPELINE, L.P.",LAS FLORES STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SANTA BARBARA,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.26,,0.26,0.0,NO,NO,NO,1800.0,29.0,0.0,2800.0,1000.0,0.0,5629
1163,1163,20130126,2013,03-12-13 17:46,CHEVRON MIDSTREAM PIPELINES LLC,VENICE TO PARADIS NGL PIPELINE SYSTEM (VP-01),ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),N/A - ACCIDENT OCCURED IN REMOTE MARSH AREA.,LAFOURCHE,LA,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,23702.0,1061.0,0.0,23702.0,YES,NO,YES,4588574.0,977937.0,0.0,4695638.0,0.0,0.0,10262149
1898,1898,20150012,2014,12-11-14 6:50,PLANTATION PIPE LINE CO,26-INCH CNG PIPELINE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),BELTON,ANDERSON,SC,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,0.0,0.0,YES,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0
2612,2612,20160258,2016,7/27/2016 11:00 PM,"MEDALLION OPERATING COMPANY, LLC",ENTERPRISE DELIVERY POINT,ONSHORE,ABOVEGROUND,CRUDE OIL,,MIDLAND,MIDLAND,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,1.0,,0.0,1.0,NO,NO,NO,4000.0,40.0,0.0,1300.0,1900.0,0.0,7240
1964,1964,20160354,2015,02-02-15 12:05,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WESTON,WY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,,0.5,0.0,NO,NO,YES,300.0,25.0,0.0,200.0,100.0,0.0,625
2244,2244,20150356,2015,09-09-15 9:00,MARATHON PIPE LINE LLC,GALVESTON BAY REFINERY - CHOCOLATE BAYOU 8 INCH,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),HITCHCOCK,GALVESTON,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,75.0,1338.0,0.0,75.0,NO,NO,YES,100.0,1200.0,0.0,70925.0,0.0,0.0,72225
1375,1375,20130340,2013,9/23/2013 10:12 AM,"MAGELLAN AMMONIA PIPELINE, L.P.",GARNER TO MANKATO LINE ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,FROST,FARIBAULT,MN,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.43,0.0,0.0,16.43,NO,NO,YES,4000.0,1324.0,1000.0,12000.0,40000.0,0.0,58324
2225,2225,20150341,2015,8/25/2015 10:35 AM,"CHAPARRAL ENERGY, LLC",COFFEYVILLE CO2 PIPELINE,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),,,OSAGE,OK,CORROSION,EXTERNAL,28.0,1033.0,0.0,28.0,NO,NO,NO,10000.0,65.0,0.0,0.0,0.0,0.0,10065
2623,2623,20160270,2016,08-03-16 15:24,MARATHON PIPE LINE LLC,"MONT BELVIEU TO GALVESTON BAY REFINERY 8"" BUTANE ",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),LA PORTE,HARRIS ,TX,CORROSION,EXTERNAL,4.87,0.0,0.0,4.87,NO,NO,YES,1000.0,133.0,0.0,134250.0,0.0,0.0,135383
846,846,20120179,2012,5/19/2012 1:14 PM,"PLAINS PIPELINE, L.P.",WINK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,KERMIT,WINKLER,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.5,0.0,1.5,0.0,NO,NO,YES,200.0,150.0,0.0,4000.0,0.0,0.0,4350
1098,1098,20130068,2013,1/28/2013 12:42 PM,CHEVRON PIPE LINE CO,BOISE STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",BOISE,ADA,ID,NATURAL FORCE DAMAGE,TEMPERATURE,15.0,,13.0,2.0,NO,NO,NO,61307.0,0.0,0.0,162952.0,0.0,0.0,224259
2051,2051,20150167,2015,04-10-15 12:00,EXPLORER PIPELINE CO,BLOCK VALVE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),OWENSVILLE,GASCONADE,MO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,4.48,,4.48,0.0,NO,NO,YES,25000.0,150.0,0.0,75000.0,200000.0,0.0,300150
2173,2173,20150288,2015,7/16/2015 2:20 AM,"EXPRESS HOLDINGS (USA), LLC",CASPER TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,CASPER,NATRONA,WY,CORROSION,INTERNAL,162.0,,162.0,0.0,NO,NO,YES,35000.0,850.0,0.0,65000.0,0.0,1500.0,102350
2477,2477,20160117,2016,3/21/2016 10:00 AM,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,TANK,CRUDE OIL,,FORT LARAMIE,GOSHEN,WY,CORROSION,INTERNAL,0.64,,0.64,0.0,NO,NO,YES,11000.0,20.0,0.0,7000.0,5000.0,0.0,23020
1014,1014,20120345,2012,11/15/2012 12:47 PM,ENTERPRISE PRODUCTS OPERATING LLC,P87-ETHYLENE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PORT ARTHUR,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.3,0.0,0.0,1.3,NO,NO,NO,175000.0,0.0,0.0,0.0,0.0,0.0,175000
1309,1309,20130277,2013,7/19/2013 4:00 PM,"PLAINS PIPELINE, L.P.",WICHITA FALLS,ONSHORE,ABOVEGROUND,CRUDE OIL,,WICHITA FALLS,WICHITA,TX,CORROSION,INTERNAL,4.0,,4.0,0.0,NO,NO,YES,2000.0,0.0,0.0,0.0,2500.0,0.0,4500
580,580,20110363,2011,8/27/2011 5:50 AM,CONOCOPHILLIPS,LINE 200,ONSHORE,UNDERGROUND,CRUDE OIL,,BYRON,CONTRA COSTA,CA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,56.0,0.0,0.0,56.0,NO,NO,YES,20000.0,5040.0,0.0,250000.0,1000000.0,0.0,1275040
1534,1534,20140102,2014,2/18/2014 12:00 PM,SUNOCO PIPELINE L.P.,AKIN A STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,WHITE OAK,GREGG,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.48,,0.0,0.48,NO,NO,YES,5000.0,0.0,0.0,2000.0,0.0,0.0,7000
1592,1592,20140146,2014,3/21/2014 10:30 PM,"KOCH PIPELINE COMPANY, L.P.","TP-2 CORPUS CHRISTI TO GONZALEZ 18""",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CORPUS CHRISTI,NUECES,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.44,,0.44,0.0,NO,NO,YES,0.0,132.0,0.0,8518.0,0.0,0.0,8650
2273,2273,20150379,2015,9/30/2015 10:30 AM,PHILLIPS 66 PIPELINE LLC,WT-80,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CARSON COUNTY,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,6.25,,6.25,0.0,NO,NO,NO,0.0,300.0,0.0,0.0,5000.0,0.0,5300
699,699,20120032,2012,01-10-12 7:30,CONOCOPHILLIPS,CLIFTON RIDGE MARINE TERMINAL,ONSHORE,TANK,CRUDE OIL,,SULPHUR,CALCASIEU,LA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.5,0.0,0.5,0.0,NO,NO,,0.0,50.0,0.0,10000.0,0.0,0.0,10050
2234,2234,20150340,2015,09-01-15 8:45,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,TANK,CRUDE OIL,,JONES CREEK,BRAZORIA,TX,NATURAL FORCE DAMAGE,LIGHTNING,0.01,,0.01,0.0,YES,NO,YES,250000.0,450.0,0.0,278708.0,0.0,0.0,529158
2368,2368,20160006,2015,12/14/2015 1:45 PM,"PLAINS PIPELINE, L.P.",COLORADO CITY BASIN,ONSHORE,ABOVEGROUND,CRUDE OIL,,HERMLEIGH,SCURRY,TX,CORROSION,INTERNAL,10.0,,10.0,0.0,NO,NO,YES,10900.0,400.0,0.0,12300.0,0.0,0.0,23600
1903,1903,20150018,2014,12/15/2014 1:00 PM,EXXONMOBIL PIPELINE CO,SAPL - (SAN ANTONIO PIPELINE),ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,WHARTON,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.36,,0.36,0.0,NO,NO,NO,50000.0,15.0,0.0,0.0,20000.0,0.0,70015
998,998,20120342,2012,11-02-12 13:33,CALNEV PIPELINE CO,BAKER PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",BAKER,SAN BERNARDINO,CA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.67,0.0,0.67,0.0,NO,NO,NO,1000.0,84.0,0.0,500.0,6000.0,0.0,7584
2780,2780,20170010,2016,12/19/2016 6:45 AM,PHILLIPS 66 PIPELINE LLC,WT-10 / ODESSA CRUDE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ECTOR,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.22,,0.22,0.0,NO,NO,NO,1000.0,10.0,0.0,0.0,1000.0,0.0,2010
2287,2287,20150402,2015,10-12-15 9:54,WYOMING PIPELINE COMPANY,WYOMING PIPELINE CO.,ONSHORE,UNDERGROUND,CRUDE OIL,,,WESTON,WY,CORROSION,EXTERNAL,1.0,,0.0,1.0,NO,NO,NO,1100.0,40.0,500.0,0.0,0.0,600.0,2240
712,712,20120044,2012,1/20/2012 8:04 AM,ENBRIDGE STORAGE (PATOKA) L.L.C.,PATOKA STORAGE FACILITY,ONSHORE,TANK,CRUDE OIL,,VERNON,MARION,IL,NATURAL FORCE DAMAGE,TEMPERATURE,0.17,0.0,0.17,0.0,NO,NO,NO,500.0,0.0,0.0,3500.0,500.0,0.0,4500
623,623,20110404,2011,10-10-11 13:15,ENTERPRISE CRUDE PIPELINE LLC,HOPE STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,HOPE,LAVACA,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,210.0,0.0,10.0,200.0,NO,NO,NO,0.0,17000.0,0.0,500.0,53030.0,0.0,70530
508,508,20110246,2011,6/15/2011 3:30 PM,ONEOK NGL PIPELINE LP,TISHOMINGO STATION (241),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),TISHOMINGO,JOHNSTON,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,4.88,1.65,0.0,4.88,NO,NO,NO,125.0,142.0,0.0,0.0,0.0,0.0,267
1340,1340,20130307,2013,08-12-13 23:10,ENTERPRISE PRODUCTS OPERATING LLC,MAPL EAST LEG - MORRIS LATERAL,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ERIE,WHITESIDE,IL,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,18400.0,0.0,0.0,18400.0,YES,YES,YES,200000.0,160000.0,50000.0,5000.0,50000.0,50000.0,515000
2420,2420,20160029,2016,1/31/2016 1:05 PM,"NUTAAQ PIPELINE, LLC",NUTAAQ - BADAMI SALES PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,NORTH SLOPE BOROUGH,AK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.01,,0.01,0.0,NO,NO,YES,0.0,2.0,0.0,1800.0,0.0,0.0,1802
2635,2635,20160279,2016,08-10-16 8:35,"CRIMSON GULF, LLC",SOUTH BEND STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,FRANKLIN,ST MARY PARISH,LA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,4.0,,3.5,0.5,NO,NO,NO,2000.0,25.0,0.0,40000.0,0.0,0.0,42025
2744,2744,20160411,2016,11-12-16 10:31,EXPLORER PIPELINE CO,"GERALD, MO PUMP STATION",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),GERALD,FRANKLIN,MO,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,656.77,,569.81,86.96,NO,NO,YES,50000.0,10000.0,0.0,1250000.0,700000.0,0.0,2010000
2076,2076,20150176,2015,4/27/2015 1:55 PM,MARATHON PIPE LINE LLC,PATOKA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,VERNON,MARION,IL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,4.0,,4.0,0.0,NO,NO,YES,45000.0,230.0,0.0,60000.0,0.0,0.0,105230
941,941,20120278,2012,09-05-12 21:45,"MAGELLAN AMMONIA PIPELINE, L.P.",EARLY TO GARNER LINE SEGMENT,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,DENHART,HANCOCK,IA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.78,0.0,0.0,8.78,NO,NO,YES,200.0,708.0,1781.0,9650.0,25000.0,400.0,37739
1434,1434,20130404,2013,11/26/2013 7:40 AM,"KOCH PIPELINE COMPANY, L.P.",VIOLA PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,CORPUS CHRISTI,NUECES,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.22,,0.22,0.0,NO,NO,YES,13000.0,18.0,0.0,6196.0,0.0,0.0,19214
1934,1934,20150051,2015,1/16/2015 10:02 AM,"CRIMSON GULF, LLC",GRAND BAY RECIEVING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,VENICE,PLAQUEMINES PARISH,LA,CORROSION,EXTERNAL,0.05,,0.05,0.0,NO,NO,YES,0.0,25.0,0.0,16000.0,0.0,0.0,16025
369,369,20110034,2011,1/18/2011 7:54 PM,COLONIAL PIPELINE CO,WOODBURY JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),WEST DEPTFORD,GLOUCESTER,NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.52,0.0,0.52,0.0,NO,NO,NO,12000.0,75.0,0.0,48000.0,0.0,0.0,60075
688,688,20120019,2011,12/20/2011 1:30 PM,"KOCH PIPELINE COMPANY, L.P.",PARIS PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,PARIS,MONROE,MO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.83,0.0,0.83,0.0,NO,NO,YES,5000.0,67.0,0.0,0.0,744.0,0.0,5811
1939,1939,20150059,2015,1/19/2015 12:00 PM,EXXONMOBIL PIPELINE CO,BAYTOWN TO SAN ANTONIO (SAPL),ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,COLORADO,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1.75,,1.75,0.0,NO,NO,NO,22000.0,150.0,0.0,0.0,50000.0,0.0,72150
1048,1048,20130017,2012,12/21/2012 6:50 AM,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,BEAVER LODGE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,TIOGA,WILLIAMS,ND,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.23,0.0,0.23,0.0,NO,NO,NO,0.0,20.0,0.0,37186.0,20238.0,19888.0,77332
2279,2279,20150392,2015,10-07-15 14:00,"PLAINS PIPELINE, L.P.",AREPI,ONSHORE,TANK,CRUDE OIL,,EVANSTON,UINTA,WY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.15,,0.15,0.0,NO,NO,NO,0.0,6.0,0.0,50.0,0.0,0.0,56
2190,2190,20150310,2015,7/28/2015 2:36 PM,TESORO LOGISTICS OPERATIONS LLC - MOUNTAIN REGION,SALT LAKE CITY ,ONSHORE,ABOVEGROUND,CRUDE OIL,,SALT LAKE CITY,SALT LAKE,UT,CORROSION,INTERNAL,3.0,,3.0,0.0,NO,NO,NO,16000.0,150.0,0.0,1500.0,800.0,0.0,18450
1467,1467,20140014,2014,01-04-14 4:00,COLONIAL PIPELINE CO,COLLINS DELIVERY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",COLLINS,COVINGTON,MS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,14.6,,14.6,0.0,NO,NO,NO,7387.0,17.0,0.0,1961.0,0.0,0.0,9365
2743,2743,20160404,2016,11-11-16 19:00,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,7.0,,7.0,0.0,NO,NO,NO,40000.0,500.0,0.0,2000.0,0.0,0.0,42500
2455,2455,20160119,2016,2/24/2016 10:00 AM,IMTT-BAYONNE,IMTT,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),BAYONNE,HUDSON,NJ,CORROSION,INTERNAL,0.0,,0.0,0.0,NO,NO,NO,0.0,0.0,0.0,4000.0,0.0,100000.0,104000
2710,2710,20160366,2016,10-12-16 15:30,"PLAINS PIPELINE, L.P.",GREEN MOUNTAIN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,JEFFREY CITY,FREMONT,WY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,575.0,,575.0,0.0,NO,NO,YES,0.0,4835.0,0.0,5000.0,76887.0,9500.0,96222
588,588,20110352,2011,09-04-11 7:10,CONOCOPHILLIPS,BORGER CRUDE TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,,BORGER,HUTCHINSON,TX,CORROSION,INTERNAL,4.7,0.0,0.6,4.1,NO,NO,,20000.0,427.0,0.0,8000.0,8000.0,0.0,36427
844,844,20120173,2012,5/19/2012 4:00 AM,COLONIAL PIPELINE CO,COLONIAL/HOUSTON STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,0.0,0.4,0.0,NO,NO,NO,7000.0,55.0,0.0,0.0,0.0,0.0,7055
2681,2681,20160329,2016,9/18/2016 1:00 PM,"BUCKEYE PARTNERS, LP",BUCKEYE TEXAS PROCESSING,ONSHORE,ABOVEGROUND,CRUDE OIL,,CORPUS CRISTI,NUECES,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.4,,0.0,0.4,NO,NO,NO,2500.0,0.0,0.0,250.0,0.0,0.0,2750
2431,2431,20160069,2016,02-11-16 9:20,SUNOCO PIPELINE L.P.,"TRUSCOTT TO CHILDRESS 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,CHILDRESS,CHILDRESS,TX,CORROSION,EXTERNAL,20.0,,5.0,15.0,NO,NO,YES,75000.0,341.0,0.0,30000.0,262899.0,0.0,368240
316,316,20100313,2010,12-05-10 13:00,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NORTH ENGLISH,IOWA,IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0.0,0.0,0.98,NO,NO,YES,0.0,66.0,0.0,0.0,1800.0,0.0,1866
2538,2538,20160182,2016,5/16/2016 6:10 AM,"MAGELLAN TERMINALS HOLDINGS, LP",GALENA PARK TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",GALENA PARK,HARRIS,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,38.0,,38.0,0.0,NO,NO,NO,0.0,1300.0,0.0,8000.0,7500.0,0.0,16800
2450,2450,20160089,2016,2/22/2016 4:00 PM,KINDER MORGAN CO2 CO. LP,YELLOW JACKET VALVE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,CORTEZ,MONTEZUMA,CO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,223.0,3533.0,0.0,223.0,NO,NO,YES,130.0,9345.0,0.0,0.0,0.0,0.0,9475
161,161,20100145,2010,06-12-10 12:34,CONOCOPHILLIPS,BUXTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,CUSHING,PAYNE,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,6.0,0.0,4.0,2.0,NO,NO,NO,5000.0,480.0,0.0,3000.0,700.0,1000.0,10180
1596,1596,20140165,2014,3/26/2014 5:18 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",6/AM,ONSHORE,ABOVEGROUND,CRUDE OIL,,GRAND MARSH,ADAMS,WI,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,7.0,,7.0,0.0,NO,NO,NO,10000.0,800.0,0.0,36000.0,19000.0,0.0,65800
2335,2335,20150428,2015,11-06-15 3:25,ENTERPRISE CRUDE PIPELINE LLC,TX CITY TK FARM,ONSHORE,UNDERGROUND,CRUDE OIL,,TEXAS CITY,GALVESTON,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.5,,0.5,0.0,NO,NO,NO,1150.0,0.0,0.0,0.0,0.0,0.0,1150
1049,1049,20130014,2012,12/21/2012 11:00 AM,SUNOCO PIPELINE L.P.,WAYNE PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,WAYNE,WAYNE,MI,INCORRECT OPERATION,OTHER INCORRECT OPERATION,3.0,,3.0,0.0,NO,NO,YES,1110105.0,300.0,0.0,23199.0,46879.0,35600.0,1216083
1781,1781,20140346,2014,8/31/2014 2:15 PM,"TALLGRASS PONY EXPRESS PIPELINE, LLC",STERLING PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,STERLING,LOGAN,CO,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,200.0,,70.0,130.0,NO,NO,NO,482000.0,12279.0,0.0,361307.0,89397.0,0.0,944983
2699,2699,20160343,2016,10-02-16 8:00,PLANTATION PIPE LINE CO,COLLINS TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",COLLINS,COVINGTON,MS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.05,,1.05,0.0,NO,NO,YES,500.0,68.0,0.0,2500.0,0.0,0.0,3068
125,125,20110037,2010,5/19/2010 2:08 PM,COLONIAL PIPELINE CO,LINDEN JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",AVENEL,,NJ,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.38,0.0,0.02,0.36,NO,NO,,1000.0,50.0,0.0,19000.0,0.0,0.0,20050
551,551,20110319,2011,08-01-11 9:15,PACIFIC PIPELINE SYSTEM LLC,LINE 63 SOUTH,ONSHORE,UNDERGROUND,CRUDE OIL,,CARSON,LOS ANGELES,CA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.0,1.0,0.0,NO,NO,NO,160000.0,0.0,0.0,50000.0,40000.0,0.0,250000
2772,2772,20170006,2016,12-11-16 1:15,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",HOUSTON,HARRIS,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,5.0,,5.0,0.0,NO,NO,NO,0.0,500.0,0.0,200.0,0.0,3000.0,3700
