Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20140052,2014,1/24/2014 3:00 PM,ENTERPRISE CRUDE PIPELINE LLC,JONES CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,JONES CREEK,BRAZORIA,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.25,NaN,0.25,0,NO,NO,YES,0,100,1000,0,0,5400,0,6500
20140047,2014,1/25/2014 11:00 AM,NATIONAL COOP REFINERY ASSCO,NCRA REFINERY,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,MCPHERSON,MCPHERSON,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0,0,0.24,NO,NO,NO,NaN,0,50,0,0,0,0,50
20140063,2014,1/26/2014 11:00 AM,"MAGELLAN PIPELINE COMPANY, LP",FROST TERMINAL #337,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,FROST,NAVARRO,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,2,NaN,2,0,NO,NO,NO,0,25,210,0,7000,0,0,7235
20140065,2014,1/27/2014 7:00 AM,ENTERPRISE CRUDE PIPELINE LLC,DEVOL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,DEVOL,COTTON,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,NaN,2,0,NO,NO,NO,0,2100,200,0,0,8000,0,10300
20140061,2014,1/27/2014 9:50 AM,"WESTERN REFINING SOUTHWEST, INC",BISTI STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BISTI,SAN JUAN,NM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1,NaN,0.5,0.5,NO,NO,NO,0,0,50,0,0,1500,0,1550
20140070,2014,1/28/2014 9:15 AM,WEST SHORE PIPELINE CO,NaN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,EAST CHICAGO,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1,NaN,0.88,0.12,NO,NO,YES,0,7026,0,0,12000,0,0,19026
20140067,2014,1/28/2014 11:45 AM,COLONIAL PIPELINE CO,COLONIAL/AMOCO JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,YORKTOWN,YORK,VA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,20,NaN,16.69,3.31,NO,NO,NO,NaN,25,3360,0,150000,0,0,153385
20140066,2014,1/29/2014 7:25 AM,CHEVRON PIPE LINE CO,EMPIRE FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BURAS,NaN,LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,NaN,0.12,0,NO,NO,NaN,NaN,0,15,0,0,30000,0,30015
20140071,2014,1/30/2014 1:56 PM,CENTURION PIPELINE L.P.,SNYDER/POST,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,SNYDER,SCURRY,TX,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,475,NaN,450,25,NO,NO,NO,0,2000,2500,0,11400,94100,0,110000
20140064,2014,02-01-14 12:45,"BUCKEYE PARTNERS, LP",MACUNGIE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EMMAUS,LEHIGH,PA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,12,NaN,12,0,NO,NO,NO,0,5000,1469,0,0,19250,0,25719
20140073,2014,02-02-14 19:30,"ONEOK NGL PIPELINE, LLC",ONEOK SAGE CREEK PLANT,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,ROLLING HILLS,CONVERSE,WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1,1689,0,1,NO,NO,YES,0,20000,78568,0,100,0,0,98668
20140075,2014,02-03-14 13:15,"PLAINS PIPELINE, L.P.",WASSON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,DENVER CITY,YOAKUM,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.48,NaN,0.48,0,NO,NO,NO,NaN,0,50,0,1250,975,0,2275
20140076,2014,02-04-14 15:30,"BUCKEYE PARTNERS, LP",EAST HAMMOND (BETEH) TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,HAMMOND,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,NaN,0.24,0,NO,NO,NO,0,6233,0,0,3870,0,0,10103
20140068,2014,02-05-14 7:00,COLONIAL PIPELINE CO,COLONIAL/FELIXVILLE STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,CLINTON,EAST FELICIANA,LA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.1,NaN,1,0.1,NO,NO,NaN,NaN,200,120,0,29000,0,0,29320
20140059,2014,02-05-14 17:00,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,NaN,0.24,0,NO,NO,YES,0,200,0,0,2880,0,0,3080
20140072,2014,02-06-14 18:20,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",6/GT,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GRIFFITH,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5,NaN,5,0,NO,NO,YES,0,1000,500,0,100000,0,0,101500
20140079,2014,02-07-14 7:35,ENTERPRISE PRODUCTS OPERATING LLC,ENTERPRISE TE PRODUCTS MAINLINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,NEWTON,NEWTON,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.02,NaN,0.02,0,NO,NO,YES,0,86000,1,0,25900,0,93485,205386
20140083,2014,02-07-14 12:45,COLONIAL PIPELINE CO,BATON ROUGE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,JACKSON,EAST FELICIANA,LA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.13,NaN,0.13,0,NO,NO,NO,NaN,0,15,0,2800,0,0,2815
20140081,2014,02-09-14 5:25,"BUCKEYE PARTNERS, LP",FLINT TO BAY CITY 208 LINE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,MUNGER,SAGINAW,MI,NATURAL FORCE DAMAGE,TEMPERATURE,17.97,NaN,17,0.97,NO,NO,NO,0,5000,2435,0,10000,5000,0,22435
20140080,2014,02-10-14 11:00,"SHELL PIPELINE CO., L.P.","EAST HOUSTON TO PT. NECHES 20""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CHANNELVIEW,HARRIS,TX,CORROSION,INTERNAL,20,NaN,20,0,NO,NO,YES,0,120000,0,0,400000,141000,0,661000
20140084,2014,02-12-14 7:15,"ONEOK NGL PIPELINE, LLC",CABALLO EAGLE CHIEF PLANT INJECTION SITE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,CARMEN,ALFALFA,OK,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,321.5,0,0,321.5,NO,NO,YES,0,20,14950,0,250,0,0,15220
20140094,2014,02-12-14 10:15,"PLAINS PIPELINE, L.P.",QUITMAN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,WOOD,TX,CORROSION,INTERNAL,5,NaN,5,0,NO,NO,NO,0,10000,200,0,20000,0,0,30200
20140086,2014,02-12-14 14:00,EXPLORER PIPELINE CO,HAMMOND TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,HAMMOND,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.2,NaN,0.2,0,NO,NO,NO,0,250,15,0,0,500,0,765
20140090,2014,02-12-14 14:05,"BUCKEYE PARTNERS, LP",DS316BD,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,CLEVELAND,CUYAHOGA,OH,NATURAL FORCE DAMAGE,EARTH MOVEMENT,7.14,NaN,7.14,0,NO,NO,YES,0,42052,0,0,83474,74831,0,200357
20140093,2014,2/13/2014 1:26 PM,TARGA RESOURCES OPERATING LLC,TARGA BADLANDS,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,ALEXANDER,MCKENZIE,ND,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,800,NaN,800,0,NO,NO,YES,0,50000,0,10000,25000,0,800000,885000
20140096,2014,2/13/2014 2:10 PM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",6/WW,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,WALWORTH,WALWORTH,WI,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,NaN,0.24,0,NO,NO,NO,0,300,0,0,2200,0,0,2500
20140092,2014,2/14/2014 7:36 AM,MOBIL  PIPE  LINE COMPANY,PATOKA TANK FARM- METER SITE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,PATOKA,MARION,IL,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.26,NaN,0.26,0,NO,NO,NO,0,0,25,0,4000,1000,0,5025
20140095,2014,2/14/2014 9:00 AM,"PLAINS PIPELINE, L.P.",COLORADO CITY,ONSHORE,TANK,CRUDE OIL,NaN,NaN,HERMLEIGH,SCURRY,TX,CORROSION,INTERNAL,10,NaN,10,0,NO,NO,NO,0,27257,1000,0,2500,1500,0,32257
20140089,2014,2/14/2014 1:30 PM,ENTERPRISE PRODUCTS OPERATING LLC,CREAL SPRINGS TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,CREAL SPRINGS,WILLIAMSON,IL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.28,NaN,0.28,0,NO,NO,NO,0,3500,36,0,300,2500,0,6336
20140078,2014,2/15/2014 10:00 AM,"MAGELLAN PIPELINE COMPANY, LP",OLATHE TERMINAL #222,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,OLATHE,JOHNSON,KS,NATURAL FORCE DAMAGE,TEMPERATURE,7.3,NaN,7.3,0,NO,NO,NO,0,90000,920,0,10000,113220,0,214140
20140100,2014,2/16/2014 7:00 AM,PHILLIPS 66 PIPELINE LLC,AMARILLO TERMINAL,ONSHORE,ABOVEGROUND,BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS),BIODIESEL,NaN,AMARILLO ,POTTER,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,3.5,NaN,3.5,0,NO,NO,NO,0,0,400,0,0,600,0,1000
20140099,2014,2/17/2014 7:30 AM,MID - VALLEY PIPELINE CO,LIMA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,LIMA,ALLEN,OH,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.17,NaN,0.17,0,NO,NO,YES,0,1000,16,0,720,3400,0,5136
20140085,2014,2/17/2014 9:15 AM,ENTERPRISE PRODUCTS OPERATING LLC,IOWA CITY UNDERGROUND STORAGE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,IOWA CITY,JOHNSON,IA,NATURAL FORCE DAMAGE,TEMPERATURE,2.5,237.5,0,2.5,NO,NO,NO,0,10000,150,0,0,0,0,10150
20140069,2014,2/17/2014 10:50 AM,CHEVRON PRODUCTS COMPANY - HAWAII,KAHE PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,KAPOLEI,HONOLULU,HI,CORROSION,EXTERNAL,3,NaN,3,0,NO,NO,YES,NaN,14000,333,0,0,28000,0,42333
20140102,2014,2/18/2014 12:00 PM,SUNOCO PIPELINE L.P.,AKIN A STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,WHITE OAK,GREGG,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.48,NaN,0,0.48,NO,NO,YES,0,5000,0,0,2000,0,0,7000
20140087,2014,2/18/2014 6:20 PM,MARATHON PIPE LINE LLC,GIESMAN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EDWARDSVILLE,MADISON,IL,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.2,NaN,0.2,0,NO,NO,YES,0,19000,24,0,0,0,0,19024
20140103,2014,2/19/2014 6:18 AM,WESTERN REFINING PIPELINE COMPANY,MASON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,ORLA,REEVES,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,4,NaN,2.5,1.5,NO,NO,YES,0,0,256,0,0,15652,0,15908
20140104,2014,2/19/2014 10:20 AM,TESORO HIGH PLAINS PIPELINE COMPANY LLC,TESORO HIGH PLAINS PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CARTWRIGHT,MCKENZIE,ND,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,65,NaN,65,0,NO,NO,YES,0,2800,200,0,69700,0,0,72700
20140110,2014,2/19/2014 6:13 PM,"PACIFIC COAST ENERGY COMPANY, LP",SAWTELLE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,LOS ANGELES,LOS ANGELES,CA,CORROSION,INTERNAL,15,NaN,12,3,NO,NO,YES,0,175000,300,0,38000,19200,0,232500
20140106,2014,2/20/2014 11:00 AM,"BKEP PIPELINE, LLC",CENTRAL TERMINAL,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,NATURAL FORCE DAMAGE,TEMPERATURE,1.5,NaN,1.5,0,NO,NO,NO,0,7949,0,0,10806,13862,0,32617
20140109,2014,2/20/2014 2:30 PM,MID - VALLEY PIPELINE CO,SAMARIA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SAMARIA,MONROE,MI,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.9,NaN,0.9,0,NO,NO,NO,0,0,0,0,1720,0,0,1720
20140088,2014,2/21/2014 2:20 AM,COLONIAL PIPELINE CO,BATON ROUGE JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,JACKSON,EAST FELICIANA,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.3,NaN,0.3,0,NO,NO,YES,NaN,50,35,0,2745,0,0,2830
20140111,2014,2/21/2014 8:00 AM,"PLAINS PIPELINE, L.P.",COLORADO CITY BASIN,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,HERMLEIGH,SCURRY,TX,CORROSION,INTERNAL,12,NaN,12,0,NO,NO,NO,0,28776,1200,0,4000,0,0,33976
20140108,2014,2/21/2014 9:40 AM,MOBIL CORP,MR-8 HULL TO DAISETTA,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,DAISETTA,LIBERTY,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.54,0,0,0.54,NO,NO,YES,0,22500,10000,0,0,0,0,32500
20140105,2014,2/21/2014 10:30 AM,SUNOCO PIPELINE L.P.,TEXOMA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,LONGVIEW,GREGG,TX,CORROSION,INTERNAL,15,NaN,10,5,NO,NO,NO,0,14120,494,0,13500,13771,0,41885
20140112,2014,2/24/2014 6:43 AM,"BKEP PIPELINE, LLC",NaN,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,RURAL,GARVIN,OK,CORROSION,EXTERNAL,5,NaN,0,5,NO,NO,YES,0,500,500,1000,3000,10000,0,15000
20140101,2014,2/24/2014 7:00 AM,GLASS MOUNTAIN PIPELINE,GLASS MOUNTAIN CUSHING METER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CUSHING,LINCOLN,OK,ALL OTHER CAUSES,MISCELLANEOUS,30,NaN,25,5,NO,NO,NaN,0,0,500,0,10000,10000,0,20500
20140113,2014,2/24/2014 9:30 AM,MID - VALLEY PIPELINE CO,CLARKSON STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CLARKSON,GRAYSON,KY,CORROSION,INTERNAL,1,NaN,1,0,NO,NO,NO,0,27000,0,0,17000,4200,0,48200
20140115,2014,2/24/2014 5:04 PM,SUNOCO PIPELINE L.P.,"KILGORE 10""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,LONGVIEW,GREGG,TX,CORROSION,INTERNAL,20,NaN,10,10,NO,NO,NO,0,10675,1489,0,21713,172594,0,206471
20140107,2014,2/25/2014 10:30 AM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",6/GT,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GRIFFITH,LAKE,IN,CORROSION,INTERNAL,747.7,NaN,747.7,0,NO,NO,YES,0,4670,0,0,932556,5598,0,942824
20140114,2014,2/26/2014 2:10 PM,"BKEP PIPELINE, LLC",NaN,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,NaN,NaN,OK,CORROSION,EXTERNAL,1,NaN,1,0,NO,NO,NaN,0,15000,0,1000,3000,10000,0,29000
20140118,2014,2/27/2014 9:22 AM,ENTERPRISE CRUDE PIPELINE LLC,CUSHING MANIFOLD B,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,CORROSION,INTERNAL,1.5,NaN,1.5,0,NO,NO,YES,0,50000,150,0,0,1500,5000,56650
20140091,2014,2/28/2014 2:30 PM,PHILLIPS 66 PIPELINE LLC,"BL-02, BLUE LINE",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,ST. LOUIS,ST. LOUIS,MO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.4,0,0,0.4,NO,NO,YES,0,140,75,0,0,0,0,215
20140117,2014,03-02-14 8:45,"SHELL PIPELINE CO., L.P.",NORTH 20 / CARNERAS PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CARNERAS,KERN,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,238,NaN,238,0,NO,NO,YES,0,15000,0,0,102000,0,0,117000
20140120,2014,03-02-14 10:54,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CORSICANA,NAVARRO,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3,NaN,2.8,0.2,NO,NO,NO,0,400,60,0,3000,0,0,3460
20140124,2014,03-02-14 13:00,TRI-STATES NGL PIPELINE LLC,TRISTATES NGL PIPELINE/DUKE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,MOBILE,MOBILE,AL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3,1.64,0,3,NO,NO,NaN,0,400,210,0,480,0,0,1090
20140116,2014,03-02-14 13:15,ENTERPRISE PRODUCTS OPERATING LLC,SKELLY-BELVIEU MAINLINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE / PROPANE MIX,MONTGOMERY,MONTGOMERY,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,26.15,0,0.6,NO,NO,NO,0,1500,50,0,0,0,0,1550
20140123,2014,03-03-14 7:30,"MAGELLAN PIPELINE COMPANY, LP",MASON CITY TERMINAL ,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,MASON CITY,CERRO GORDO,IA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.4,NaN,0.4,0,NO,NO,NaN,NaN,0,50,0,0,15000,0,15050
20140128,2014,03-04-14 9:30,"BUCKEYE PARTNERS, LP",HARTSDALE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,SCHERERVILLE,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.12,NaN,0.12,0,NO,NO,YES,0,3099,0,0,1177,0,0,4276
20140119,2014,03-04-14 10:00,"FRONT RANGE PIPELINE, LLC.",NaN,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,NaN,NaN,MT,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.25,NaN,1.25,0,NO,NO,NaN,0,200,125,0,5947,0,0,6272
20140127,2014,03-04-14 10:20,"BUCKEYE PARTNERS, LP",LIMA STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LIMA,ALLEN,OH,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.71,NaN,0.29,0.42,NO,NO,NaN,NaN,2500,120,3500,233702,3535,0,243357
20140077,2014,03-04-14 22:30,"CALUMET MONTANA REFINING, LLC","CALUMET MONTANA REFINING, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GREAT FALLS,CASCADE,MT,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1,NaN,0,1,NO,NO,NaN,0,100,100,0,500,500,0,1200
20140131,2014,03-06-14 11:45,"PLAINS PIPELINE, L.P.",JAL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,JAL,LEA COUNTY,NM,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,15,NaN,15,0,NO,NO,YES,0,42000,300,0,2500,0,0,44800
20140130,2014,03-06-14 15:24,"SHELL PIPELINE CO., L.P.","EAST HOUSTON TO PT. NECHES 20""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,PORT NECHES,JEFFERSON,TX,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,364,NaN,364,0,NO,NO,YES,0,70000,0,0,1400000,1300000,0,2770000
20140129,2014,03-06-14 17:30,"BUCKEYE PARTNERS, LP",KOUTS STATION (KZ),ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,KOUTS,PORTER,IN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,NaN,0.24,0,NO,NO,NO,0,791,0,0,0,0,0,791
20140133,2014,03-06-14 19:42,NORTH DAKOTA PIPELINE COMPANY LLC,TRENTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,TRENTON,WILLIAMS,ND,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3,NaN,3,0,NO,NO,YES,0,10000,300,0,17500,13500,0,41300
20140135,2014,03-07-14 15:45,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",TANK 2-73,ONSHORE,TANK,CRUDE OIL,NaN,NaN,CHEYENNE,LARAMIE,WY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,30,NaN,29,1,NO,NO,YES,0,0,0,0,0,0,0,0
20140132,2014,03-09-14 12:00,"MAGELLAN TERMINALS HOLDINGS, LP",CENTRAL CUSHING,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,INCORRECT OPERATION,INCORRECT VALVE POSITION,1,NaN,0.93,0.07,NO,NO,YES,0,200,300,0,1000,0,0,1500
20140125,2014,03-10-14 9:35,PHILLIPS 66 PIPELINE LLC,BUXTON CRUDE TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,CORROSION,INTERNAL,361,NaN,361,0,NO,NO,NO,0,10000,36800,0,90000,28950,0,165750
